[bpm]
128

[difficulty]
9

[startingTime]
1.269714

[approachRate]
2.5

[notes]
0,1
0.46875,1
0.9375,1
1.40625,1
1.875,1
2.34375,1
2.8125,1
3.28125,2
3.75,2
4.21875,0
4.6875,0
5.15625,1
5.625,1
6.09375,1
6.5625,1
7.03125,1
7.5,1
7.96875,2
8.4375,2
8.90625,2
9.375,2
9.84375,1
10.3125,1
10.78125,1
11.25,1
11.71875,1
12.1875,1
12.65625,1
13.125,1
13.59375,1
14.0625,1
14.53125,1
15,1
15.46875,1
15.9375,1
16.40625,1
16.875,1
17.34375,1
17.8125,1
18.28125,1
18.75,1
19.21875,1
19.6875,1
20.15625,1
20.625,1
21.09375,1
21.5625,1
22.03125,1
22.5,1
22.96875,1
23.4375,1
23.90625,1
24.375,1
24.84375,1
25.3125,1
25.78125,1
26.25,1
26.71875,1
27.1875,1
27.65625,1
28.125,1
28.59375,1
29.0625,1
29.53125,1
30,1
30.46875,1
30.9375,1
31.40625,1
31.875,1
32.34375,1
32.8125,1
33.28125,1
33.75,1
34.21875,1
34.6875,1
35.15625,1
35.625,1
36.09375,1
36.5625,1
37.03125,1
37.5,1
37.96875,1
38.4375,1
38.90625,1
39.375,1
39.84375,1
40.3125,1
40.78125,1
41.25,1
41.71875,1
42.1875,1
42.65625,1
43.125,1
43.59375,1
44.0625,1
44.53125,1
45,1
45.46875,1
45.9375,1
46.40625,1
46.875,1
47.34375,1
47.8125,1
48.28125,1
48.75,1
49.21875,1
49.6875,1
50.15625,1
50.625,1
51.09375,1
