[title]
Cold Green Eyes

[artist]
Station Earth

[difficultyName]
Easy

[bpm]
174

[difficulty]
5

[startingTime]
22.27007

[approachRate]
2.5

[notes]
0:0.3448276,1
0.5172414:0.862069,1
1.034483,1
1.724138,1
2.586207,0
2.758621:3.103448,0
3.275862:3.62069,0
3.793103,0
4.482759,0
5.344828,1
5.517241:6.034483,1
6.551724,1
7.241379,2
7.413793,2
7.586207:8.103449,2
11.03448,1
11.72414,1
12.06897,1
12.41379:12.93104,0
13.62069,1
14.48276,2
14.82759,2
15.17241:15.68966,1
16.03448:16.37931,0
16.89655,1
17.24138,1
17.58621,1
17.93103,1
18.27586,1
18.62069,1
18.96552,1
19.31034:21.37931,1
22.06897:22.41379,0
22.75862,0
23.10345,1
23.44828:23.7931,1
24.13793,1
24.31034,1
24.48276,1
24.82759:25.17241,2
25.51724,2
25.86207,1
26.2069,0
26.55173,1
26.89655,0
27.24138,1
27.58621:27.93103,1
28.27586,2
28.62069,2
28.96552,1
29.31034,1
29.65517,2
29.82759,2
30,2
30.34483:30.68966,2
31.03448,1
31.37931,1
31.72414,0
32.06897,1
32.58621,1
32.75862:33.10345,1
33.44828,0
33.7931,0
34.13793,1
34.48276,0
34.82759,1
35.17241,1
35.34483,1
35.51724,1
35.86207:36.2069,0
36.55172:36.89655,2
37.24138:37.58621,1
37.93103,1
38.27586,0
38.62069,1
38.96552,0
39.31034,2
39.65517:40,1
40.34483,1
40.68966,2
40.86207,2
41.03448,2
41.37931:42.4138,1
42.93103,1
43.10345,1
43.62069,1
43.79311,1
44.13793:44.48276,1
44.65517:45,1
45.17241,1
45.86207,1
46.72414,2
46.89655:47.24138,2
47.4138:47.75862,2
47.93103,2
48.62069,0
49.48276,1
49.65517:50.17241,1
50.68966,2
51.37931,1
51.55172,1
51.72414,1
51.89655,1
52.24138:52.75862,1
53.27586,0
53.44828:53.79311,0
54.13793,1
54.48276,1
54.65517,1
54.82759,1
55,1
55.17242,1
55.86207:56.2069,1
56.55172:57.06897,0
57.4138,0
57.75862,0
58.62069,2
58.79311,2
58.96552,1
59.13793,1
59.31034:59.82759,1
60.17242,1
60.51724,1
61.03448,0
61.37931,1
61.72414,2
62.06897,1
62.4138,0
62.75862,1
62.93103,1
63.10345,2
63.27586,2
63.44828:63.79311,2
63.96552:64.31035,2
64.48276:65.86207,2
66.20689,1
66.55173,1
66.89655,0
67.24138,0
67.5862,1
67.93104,2
68.27586,1
68.44828,1
68.62069,1
68.96552,0
69.31035,1
69.65517,0
70,1
70.34483,2
70.68966,1
71.03448,2
71.2069,2
71.37931,2
71.72414,1
72.06897,0
72.4138,1
72.75862,0
73.10345,1
73.44828,2
73.79311,1
73.96552,1
74.13793,1
74.48276,0
74.82759,0
75.17242,2
75.51724,2
75.86207,1
76.2069,1
76.55173,0
76.72414,0
76.89655,0
77.24138,1
77.5862,1
77.93104,0
78.27586,1
78.62069,2
78.96552,1
79.31035,2
79.48276,2
79.65517,2
80:80.34483,1
80.68966:81.03448,0
81.37931:81.72414,2
82.06897,2
82.24138,2
82.4138,2
82.75862,1
83.10345,1
83.44828,0
83.79311,2
84.13793,0
84.48276,2
84.82759,0
85.17242:87.58621,1
88.27586:88.62069,1
88.79311:89.13793,1
89.31035,1
90,1
90.86207,0
91.03448:91.37931,0
91.55173:91.89655,0
92.06897,0
92.75862,1
93.62069:93.79311,2
94.13793:94.31035,1
94.65517:94.82759,0
95.51724,1
95.68966,1
95.86207,1
96.03448,1
96.37931,1
98.96552,2
99.31035,1
100:100.6897,0
101.2069,2
101.5517,1
101.8966,1
102.7586:103.1034,1
103.4483,1
103.9655,0
104.3103,0
104.6552,1
106.5517,1
106.8966,1
107.2414:107.5862,1
108.1034,1
108.6207:110.3448,1
